filename,start,desc,split
v_khaZtvIdE,10,"railroad car, train wagon",train
v_mVBOyuY2c,10,dog bow-wow,train
v_mvC6LrvKo,30,printer printing,train
v_oFiTzjGN8,10,skidding,test
v_sKcN1sqo0,1,cattle mooing,train
v_sKcN1sqo0,21,cattle mooing,train
v_y0sK2QTcw,225,playing double bass,train
v_y0sK2QTcw,285,playing double bass,train
vaBac9Hbp2M,43,dog growling,train
vaOz7zgrgrQ,3,car engine knocking,train
vaSeSIZ9Fgw,32,snake rattling,train
vaSeSIZ9Fgw,74,snake rattling,train
vaVeDzKgPo8,60,"bird chirping, tweeting",train
vaaJfMBzHYM,90,playing clarinet,train
vaiVJvwuVYY,50,playing electronic organ,train
vaj0nX4SZZQ,123,wood thrush calling,train
van-DW23rdE,150,playing trombone,train
vao3k4Z115k,235,slot machine,test
vaxMeosc_9s,330,singing choir,train
vazZ6e-BfZM,80,helicopter,train
vb1SalyslCs,50,sailing,test
vb4BIWsfsdE,160,"playing marimba, xylophone",train
vbBFG4pf6IY,30,raining,train
vbKtM1BBYZo,38,stream burbling,train
vbLSgbdjYtY,52,playing harpsichord,train
vbLSgbdjYtY,115,playing harpsichord,train
vbPQbXZtz0M,0,people crowd,train
vbUwiT51m8k,133,mynah bird singing,train
vbUwiT51m8k,143,mynah bird singing,train
vbVz2Kao9F0,90,scuba diving,train
vbcqgVB3Ois,10,machine gun shooting,train
vbeUAs8-hkA,62,vacuum cleaner cleaning floors,train
vbeWfc7uRqc,66,civil defense siren,train
vbeap5UfK0s,225,playing tambourine,train
vbgcbONF27g,10,"bee, wasp, etc. buzzing",train
vbilETK6TxM,30,playing double bass,train
vblYLpJ-0qg,44,bird squawking,train
vblYLpJ-0qg,239,bird squawking,train
vbmvePZnqrE,116,playing harpsichord,train
vbnJ9CjFxso,51,volcano explosion,train
vbnJ9CjFxso,65,volcano explosion,train
vbo4BrVQn-c,0,playing piano,train
vbs3MFH-qK8,1,wood thrush calling,train
vbs3MFH-qK8,44,wood thrush calling,train
vbwYvyVOQO8,107,firing cannon,train
vbwvhFsqqwc,201,playing theremin,train
vc0IyWgk3Ic,20,playing clarinet,train
vc3xYK-7ypw,93,mouse clicking,train
vcBBEyy1Hrc,9,lighting firecrackers,train
vcESbCj3qRc,450,people whispering,train
vcL4cMaSPEo,6,child singing,train
vcN1jyBBmls,0,people coughing,train
vcT8gClKYTs,13,playing cello,train
vcUpgcfbD9I,430,sloshing water,train
vcVkSZbh_MM,50,police car (siren),train
vcWyOSx1A5A,200,fireworks banging,train
vcZ3gN9ZRcA,100,playing congas,test
vchsE_Dn7mo,112,playing timbales,test
vchsE_Dn7mo,147,playing timbales,test
vcjl6CWPKD0,30,playing harp,train
vclZ7XYQ6ew,75,playing mandolin,train
vclZ7XYQ6ew,123,playing mandolin,train
vcmCG1AAEFA,300,people whispering,train
vcn_Pu9SRPY,15,frog croaking,train
vcn_Pu9SRPY,33,frog croaking,train
vcspniRIpNk,23,arc welding,test
vcvvzYuuYMM,193,playing trumpet,train
vd2Ov9nGycg,31,playing mandolin,test
vd36OPV9wDw,30,playing piano,train
vdEzjelIgVw,40,helicopter,train
vdJSdZMmWZc,0,playing ukulele,train
vdJSdZMmWZc,129,playing ukulele,train
vdQ0TuYx59g,330,lawn mowing,train
vdXavSaj8-M,70,playing accordion,train
vdftTT1qw14,18,chopping wood,train
vdftTT1qw14,32,chopping wood,train
vdgz7df2ttI,24,"male speech, man speaking",train
vdhpfTTpSpM,93,playing erhu,train
vdo9vp293qg,73,playing synthesizer,train
vdo9vp293qg,83,playing synthesizer,train
vdpdD71a8cs,100,machine gun shooting,train
ve5XuSMA0EU,10,fireworks banging,train
ve7tOiCdZbs,120,playing trumpet,train
vePCpBft1CM,440,"male speech, man speaking",train
veQ8FGf659g,60,police car (siren),train
vebSlVhX1KQ,406,playing synthesizer,train
vebSlVhX1KQ,640,playing synthesizer,train
veoAq2UEXcU,216,playing saxophone,train
veuxrSp1GVU,6,people babbling,train
vezua8uMqQ8,92,playing harp,train
vf1rDLasdZM,30,frog croaking,train
vf2E-2NPOvA,23,"vehicle horn, car horn, honking",train
vf7-C52Fxn4,270,lions growling,train
vfDLHROQW4I,190,playing bass drum,test
vfG-qwHcq7M,0,dog whimpering,train
vfG-qwHcq7M,13,dog whimpering,train
vfIylWPACmg,88,playing double bass,test
vfJgAwauiMQ,20,playing clarinet,train
vfP2uyhtvbk,129,playing ukulele,train
vfPjUxyheeY,10,"engine accelerating, revving, vroom",train
vfRoJfWZLiQ,11,frog croaking,train
vfRoJfWZLiQ,47,frog croaking,train
vfVD4eZ5Nvs,9,playing bongo,test
vfWdwZDCBSQ,30,"playing violin, fiddle",train
vfY69-UhVPE,7,parrot talking,train
vffgQUBhdLk,30,playing piano,train
vfiTM0T_Uj8,109,"engine accelerating, revving, vroom",train
vfkjyOzEKyQ,66,woodpecker pecking tree,test
vfpCuUJFfXw,254,playing vibraphone,train
vfpCuUJFfXw,311,playing vibraphone,train
vftyYr-lWGg,149,chicken crowing,train
vfu4-qlRrJY,10,mosquito buzzing,train
vfvcnBYbw9c,130,playing acoustic guitar,train
vfwUkyQr9J4,30,playing bagpipes,train
vgAmeh_Codk,294,"child speech, kid speaking",train
vgEUR4H3j2w,41,baby laughter,train
vgEUR4H3j2w,167,baby laughter,train
vgEV6RXGSec,390,driving motorcycle,train
vgGMJgwz8uM,54,baby laughter,train
vgGMJgwz8uM,310,baby laughter,train
vgIGMKY0uA4,25,people belly laughing,train
vgIGMKY0uA4,60,people belly laughing,train
vgRhllwLTV8,47,playing flute,train
vgSQlLNYdls,10,chicken crowing,train
vgVybF6jKew,50,playing cymbal,train
vgWaV5AYqy8,15,dog whimpering,train
vgX33FwGfnQ,21,playing cornet,train
vgX33FwGfnQ,30,playing trumpet,train
vgYIAjacUW4,90,duck quacking,test
vgYjTsOWTRk,90,playing acoustic guitar,train
vgbtA4hNdBo,120,playing acoustic guitar,train
vgdbX3IsEYY,10,raining,train
vgevBDIAS30,20,splashing water,train
vgmSMgt_fjE,0,ocean burbling,train
vgopw8UrTzo,20,playing tennis,train
vgv0Gjrp9Gs,922,dinosaurs bellowing,train
vgv0Gjrp9Gs,933,dinosaurs bellowing,train
vgxKMRJfHVk,60,playing trombone,train
vh-Qk0aA4oE,148,playing harp,train
vh7HmD7aeus,0,skidding,train
vh8Uh1zTLQw,35,bull bellowing,test
vh8Uh1zTLQw,58,bull bellowing,test
vh8tCtY0Wgk,131,playing zither,train
vh9uthyPI1E,58,tapping guitar,train
vhDlcHMax0A,110,playing trumpet,train
vhFw3QYk2H8,30,"pigeon, dove cooing",train
vhKVWUCrV94,190,playing synthesizer,train
vhLZT52jIGo,20,using sewing machines,train
vhNTtt697NY,240,ambulance siren,train
vhNpFAhRBv8,14,woodpecker pecking tree,train
vhUM-UOKpSk,53,playing ukulele,test
vhWrJ0WpZMU,240,playing harpsichord,train
vhhv3JliO5g,40,people crowd,train
vhk4uBXc8f8,30,playing harpsichord,train
vhr9UMMPKNc,141,playing tympani,train
vhr9UMMPKNc,151,playing tympani,train
vhsfIaTCtZU,230,playing drum kit,train
vhvJxQvJng4,6,snake hissing,train
vhvJxQvJng4,22,snake hissing,train
vhx3udsBmsI,30,playing acoustic guitar,train
vhybxj-wmZs,160,church bell ringing,train
vi7iKV48jHg,174,playing bass guitar,train
viB7-87WT2U,160,fireworks banging,train
viD0Wson73E,300,"playing marimba, xylophone",train
viEg0FtHOw8,220,playing cymbal,train
viHssjkzTDk,80,playing bass drum,train
viVkfXE6Iyo,17,car engine knocking,train
vim5wX-7muA,19,rapping,train
virGRYVfGvE,20,toilet flushing,train
viw6bfHm1kE,141,playing badminton,train
viwCd6QiE9k,500,playing drum kit,train
viwOuYwTQWU,14,lions roaring,train
viwOuYwTQWU,59,lions roaring,train
vj-F8lLSa3E,20,printer printing,train
vj3lO7pLOIs,30,playing trumpet,train
vj5qAYnz8_U,62,francolin calling,train
vj5qAYnz8_U,77,francolin calling,train
vjDKae7NDCI,1,toilet flushing,train
vjR2qLg6sAQ,10,eating with cutlery,train
vjUT3lL7O6Q,488,playing clarinet,train
vjUsosYtXbg,50,playing harp,train
vj_w1Vgqym0,30,"pigeon, dove cooing",train
vjdZOfoWlu4,41,playing hammond organ,train
vjdZOfoWlu4,59,playing hammond organ,train
vjqflYm3CWQ,245,mouse clicking,train
vjsG5b2yNzc,154,civil defense siren,train
vjveEit5YE4,120,chicken crowing,train
vjw8iaJ8XgU,35,playing synthesizer,train
vjx-jzh9q7U,189,"playing steel guitar, slide guitar",test
vjz7H1QBEdA,118,dinosaurs bellowing,train
vk-tOV15WYE,77,"playing steel guitar, slide guitar",train
vk0z7t-8Lgc,30,"pigeon, dove cooing",train
vk2PuWiyik0,110,playing trombone,train
vk3UFZhtrsU,32,people booing,train
vk7mu9nnBbY,52,"female speech, woman speaking",train
vk81cufYelU,30,driving motorcycle,train
vk9RvT2yA2M,98,playing sitar,train
vkA-v4DSriM,45,playing tabla,train
vkA-v4DSriM,229,playing tabla,train
vkHqjCYCFcc,715,people slurping,train
vkN-SX6hLAw,120,playing banjo,train
vkN0uT43Vok,20,playing snare drum,train
vkQgaJ46aCs,30,male singing,train
vkTU7niTaBc,90,thunder,train
vkUrQ9-I4iA,27,beat boxing,train
vkhdP3zJSmA,0,playing ukulele,train
vkhdP3zJSmA,2,playing ukulele,train
vkmEpdQkOpg,30,"pigeon, dove cooing",train
vkr6zz0j_-8,0,underwater bubbling,train
vktUwc0Cs7w,170,playing clarinet,train
vktjPQWi93o,160,"rowboat, canoe, kayak rowing",train
vkuMJQq-JTs,360,playing bass guitar,train
vkwSmNvpnQ8,240,"male speech, man speaking",train
vlAGZUzkCDU,20,typing on computer keyboard,train
vlKZXIcBwWc,150,lions growling,train
vlNuy9e-79o,30,playing bass drum,test
vlSnaoBOJds,34,playing harp,train
vlVN2yCot7M,170,car engine starting,test
vlYeOw27WP4,110,police car (siren),train
vlcReuv-Dyg,30,driving buses,train
vld1Anv7_W8,23,playing snare drum,train
vltcXWAMNaQ,10,police car (siren),train
vlz1QHLU0Bs,30,playing drum kit,train
vm1KumbDJE0,70,toilet flushing,train
vmQcsFtmxG8,0,people hiccup,test
vmS9yjklJZk,60,driving motorcycle,train
vmSii3ZY-E4,30,ambulance siren,train
vmaDkRQpLEA,10,"ice cream truck, ice cream van",train
vmb5QXgz7N0,30,orchestra,train
vmbyBHGLfv8,241,playing french horn,train
vmcxP4C1OZQ,30,playing harpsichord,train
vmhvc_7bpUY,30,"pigeon, dove cooing",train
vmyDvXhBuYE,230,"playing violin, fiddle",train
vn0FXfapUuM,110,skateboarding,train
vnLBbdVijTo,197,playing bass drum,train
vnLBbdVijTo,298,playing bass drum,train
vnLoDYCSI-8,30,playing bagpipes,train
vnMU6WrkwaA,26,baby crying,train
vn_u8zhtjhc,10,orchestra,train
vnaLC3K19AA,245,playing harp,train
vnaY6ltLY-g,197,playing table tennis,train
vncDYaDH_R8,30,playing drum kit,train
vneqmxzbPwQ,30,duck quacking,train
vnm5K2VUyLM,140,playing saxophone,train
vnq3snHcc6g,340,police car (siren),train
vnrPsVwx_r4,210,people babbling,train
vnsP3WFPQ7I,30,ambulance siren,train
vnvMxxgYlgo,200,playing piano,test
vnxE80xP-yk,10,toilet flushing,train
vnxXuOSoURM,30,"rowboat, canoe, kayak rowing",train
voRpeWWrCrA,30,playing trombone,train
voTs1odFCAI,10,baby crying,train
voWVEyMkRGs,146,parrot talking,train
voWVEyMkRGs,158,parrot talking,train
voim--QH1xc,170,machine gun shooting,train
votigkxNw5s,88,playing harmonica,train
vp2EZLVoXe0,24,playing hammond organ,train
vp2EZLVoXe0,164,playing hammond organ,train
vp8M3cytmVU,10,chicken crowing,train
vpAGr_NrM_w,50,fireworks banging,train
vpNsT8AFtzI,8,playing didgeridoo,train
vpNsT8AFtzI,361,playing didgeridoo,train
vpU2noreEyc,263,playing gong,train
vp_7wjtk5BQ,10,fireworks banging,train
vpfYsBsVEeI,320,playing piano,train
vpoVXmonad8,220,"playing marimba, xylophone",train
vqE5FngWLUk,10,driving motorcycle,train
vqHvNLNrsik,270,goose honking,train
vqJhSaVb2F8,1,chicken crowing,train
vqTxZpM7D54,20,playing djembe,train
vqTxZpM7D54,73,playing djembe,train
vqVG4igY33E,30,playing harp,train
vqYSCdBE0wA,210,chainsawing trees,train
vqYe16JY4LI,30,helicopter,train
vq_tCjFmVzI,103,lighting firecrackers,train
vq_tCjFmVzI,257,lighting firecrackers,train
vqdiwr-haOY,40,chainsawing trees,train
vqe3HBWgnek,3,opening or closing car electric windows,train
vqfmaBEP71A,212,playing bongo,train
vqkb1hBfLkw,90,using sewing machines,train
vqmv0H7kNlE,8,playing cornet,train
vr1QQYkbiD4,60,playing saxophone,train
vr1XDvg7kNw,20,fireworks banging,train
vr3zbDsuYs8,6,car engine knocking,train
vr3zbDsuYs8,19,car engine knocking,train
vr7FAYEzWBc,30,playing flute,train
vr7mYnXnWOc,139,playing table tennis,train
vrAWzrRLS4I,13,playing tambourine,train
vrC-nUPnsEY,31,bouncing on trampoline,train
vrJspNSpgpY,5,dog howling,train
vrJspNSpgpY,19,dog howling,train
vrM4fCmvevE,7,playing bongo,train
vrWEcG6BUf4,25,playing snare drum,train
vrWEcG6BUf4,42,playing snare drum,train
vrXjEZxFtPk,30,"playing violin, fiddle",train
vrYxiU8gt9w,158,playing french horn,train
vrm48kprjeo,71,people sneezing,train
vrpQQ4GKefI,22,playing trombone,train
vrqD34tHjmE,50,toilet flushing,train
vrs59Mg1ejw,104,playing volleyball,train
vry0VEgaF5Q,0,playing harmonica,train
vry0VEgaF5Q,75,playing harmonica,train
vs2C7knL4Xo,3,singing bowl,train
vs7TG-HCozY,230,machine gun shooting,train
vs7oYwLMJV8,135,popping popcorn,train
vsByozhNvXk,0,playing acoustic guitar,train
vsCHW_rvUx0,241,plastic bottle crushing,test
vsM-EFmBj6o,270,machine gun shooting,train
vsMV-t4CLl8,96,people whispering,train
vsMV-t4CLl8,184,people whispering,train
vsOUmsdLxjo,190,driving motorcycle,train
vsPI_7Te5s8,40,skateboarding,train
vsh4Xn-KEhM,490,orchestra,train
vsmCj6h0dAk,20,playing table tennis,train
vt6BtxCAZjc,0,playing trombone,train
vt6BtxCAZjc,2,playing trombone,train
vt6QyrVcE4s,40,people sneezing,train
vt7eZJqEu9s,33,dog baying,train
vt9i61Rd35s,30,"pigeon, dove cooing",train
vtJ14MV64WY,9,wood thrush calling,train
vtJ14MV64WY,22,wood thrush calling,train
vtQ9wnVPRjw,460,playing synthesizer,train
vtSokeGxXik,56,playing double bass,train
vtWKvFA6lTc,38,tap dancing,train
vtcMugU4XZI,30,police car (siren),train
vtoFz0yGMHc,109,playing guiro,train
vtv6SW3Wock,110,playing piano,train
vu6PSjnlGEc,70,skateboarding,train
vu6lj8X7t-Q,30,playing cymbal,train
vuC3_qI-Ay8,140,arc welding,train
vuDuCububg4,130,playing accordion,train
vuN50I0e7dE,30,playing vibraphone,train
vuQeZ6mavZg,30,playing vibraphone,train
vuTc6ERcVMM,20,chicken crowing,train
vuYE5G1C9MQ,25,playing bassoon,test
vu_BDb65JNQ,30,chainsawing trees,train
vuedrmFtli0,81,helicopter,train
vuiADd2-1rU,30,playing hammond organ,train
vuiwA4Ne_pU,74,goose honking,train
vusKyAR8Cmc,30,playing flute,train
vuvLBSO_a9I,56,people marching,train
vuwlLCuME7g,50,playing accordion,train
vuzMK0eKYhc,200,cap gun shooting,train
vv5J0f41IiU,60,playing saxophone,train
vv6bBnG7_F4,0,skateboarding,train
vvDIDRc8Wws,0,playing bass guitar,train
vvFwwPpK_F0,3,baby crying,train
vvRvW_uDDNs,197,playing accordion,train
vvWbdq0mkns,320,fireworks banging,train
vv_B1Zn08LA,162,playing tabla,train
vva-_F4zJPE,6,playing vibraphone,train
vva-_F4zJPE,89,playing vibraphone,train
vvaYIA5pGsU,435,swimming,train
vvfRcL1v8BM,50,people crowd,train
vvljwd2SMzE,3,goose honking,train
vvljwd2SMzE,14,goose honking,train
vvqBQiCdED0,110,using sewing machines,train
vvreNCiTSTo,7,people belly laughing,train
vvuU9WNXy-I,120,lions growling,train
vvwMdjxD2xs,0,fire truck siren,train
vvwMdjxD2xs,10,fire truck siren,train
vvyS62bRvEs,40,chicken clucking,train
vw3Fx3v1PDQ,30,lawn mowing,train
vw7Q_igBDZw,100,driving motorcycle,train
vw7eNsMTg-4,588,forging swords,train
vw7eNsMTg-4,624,forging swords,train
vw9BvdxtxzE,30,printer printing,train
vwA-NNod4sg,10,typing on computer keyboard,train
vwAXcR6wRuQ,10,people sobbing,test
vwBpTzWS_Lo,91,playing squash,train
vwImpAVX900,4,beat boxing,train
vwJzdac9tBM,40,playing hammond organ,train
vwKPbNSqHSE,30,"playing marimba, xylophone",train
vwL5tFZMClA,30,playing harpsichord,train
vwLQBQyvx8k,30,"pigeon, dove cooing",train
vwPrXIUq0YE,135,people sneezing,train
vwfl8T-1Dv4,70,playing snare drum,train
vwli9scV3S8,40,fireworks banging,train
vwnVWIdS1LI,1,opening or closing car doors,train
vwtuiXmg-ms,255,disc scratching,test
vwvL53lZtJk,79,playing electronic organ,train
vx-ZwHS8jNw,74,crow cawing,train
vx-ZwHS8jNw,94,crow cawing,train
vx7mGPLZ7RQ,10,"engine accelerating, revving, vroom",train
vxAkqMg4dSw,42,playing table tennis,train
vxC9pAeWqtY,100,playing flute,train
vxIk6Tr4LzQ,10,train horning,train
vxWUCZgSJp8,16,"electric shaver, electric razor shaving",train
vxWUCZgSJp8,75,"electric shaver, electric razor shaving",train
vxg0KjZU9Rk,3,pig oinking,train
vxg0KjZU9Rk,26,pig oinking,train
vxlbfrJ6C54,30,goose honking,train
vxpKjgypDMw,30,orchestra,train
vxv_ATbmvOs,260,people whistling,train
vy4Tdv-e374,64,fire truck siren,train
vy5Sy9mg2kA,16,crow cawing,train
vyCZ2sYcxpo,30,playing bass guitar,train
vyCkGoPfKvw,242,playing hammond organ,train
vyLxN2YYPnU,20,playing piano,train
vyTc0UBVPNI,39,people crowd,train
vyYpxGJr7zI,30,dog barking,test
vydWjZpMHBw,183,playing bass guitar,train
vydb9vevdxI,216,playing tabla,train
vyh76CXIb5U,7,playing timbales,train
vyjMIK3-MaE,140,people farting,train
vymru_8lw90,23,cat purring,train
vymru_8lw90,35,cat purring,train
vynkoOlhyNU,3,lions roaring,train
vynkoOlhyNU,25,lions roaring,train
vyqIvd4elhU,76,airplane flyby,train
vyt9R9a-iQ4,70,"race car, auto racing",train
vytaid81qgg,30,"race car, auto racing",train
vyvRNMlP4DE,250,playing trumpet,train
vz5dIaO6zrw,5,playing snare drum,train
vz8S05iLeZg,350,people burping,train
vz9xHndb8sE,0,playing cello,train
vzB_Erlp2T8,21,fireworks banging,train
vzDYy27-O04,0,people sobbing,train
vzF2Ev6538k,540,playing hammond organ,train
vzHVRYh7Mc8,9,car engine knocking,train
vzJCPtbnfVE,30,playing banjo,train
vzY4mHyr-F8,214,people humming,test
vzZLCPuGj9g,10,pheasant crowing,train
vzdaHFNNYNQ,0,police car (siren),train
vzfnevta26Y,135,mouse clicking,train
vzkyNAWdzuU,85,people slapping,train
vzkyNAWdzuU,119,people slapping,train
vzmiySFOW0I,174,lions roaring,train
vzoQdjPITKw,30,"pigeon, dove cooing",train
vzxjNXqJhFk,120,playing drum kit,train
vzybE-P91NU,30,wind noise,train
w-8LegbYpZ0,80,playing trumpet,train
w-ARMufSKN0,30,"race car, auto racing",train
w-F66IVvCrA,90,lions roaring,train
w-GJ9kJ48x8,48,baby babbling,train
w-GJ9kJ48x8,95,baby babbling,train
w-IQvGc4D-Y,30,"rowboat, canoe, kayak rowing",train
w-JaCSMX4kg,76,scuba diving,train
w-JaCSMX4kg,195,scuba diving,train
w-JlfqwBAfw,11,people giggling,train
w-Nnl_XBeN0,6,cat growling,train
w-Nnl_XBeN0,38,cat growling,train
w-TeesOsyT8,30,owl hooting,train
w-Umdm08DWk,34,lighting firecrackers,train
w-V61y1iOfs,80,playing saxophone,train
w-bXGiYBZ4o,0,"vehicle horn, car horn, honking",train
w-ribZXr7wc,10,splashing water,train
w-x_Pp49Xkc,10,lions growling,train
w03LxM36ylU,100,ambulance siren,train
w04dnLB1cIA,34,playing hammond organ,train
w04dnLB1cIA,74,playing hammond organ,train
w055T6z_l4g,570,people sniggering,train
w0BcjtWYMDc,181,bull bellowing,train
w0EguAyquvI,80,machine gun shooting,train
w0JkgBvgSg4,30,playing french horn,train
w0JslDyVqf0,19,cattle mooing,train
w0JslDyVqf0,35,cattle mooing,train
w0MEv0urGl8,120,fireworks banging,train
w0PD07nGvW4,251,basketball bounce,train
w0ZY5YBHzL8,10,mouse pattering,train
w0by8L3BsMk,170,typing on computer keyboard,train
w0fLADELkk0,60,playing acoustic guitar,train
w0kD43LM1JI,7,scuba diving,train
w0pTx_t8iu8,24,cricket chirping,train
w0u5Z1SBGj4,495,playing tambourine,train
w1-WAvCzRf0,20,playing electronic organ,train
w12S-BYFwEM,340,skateboarding,train
w12S-BYFwEM,494,skateboarding,train
w13a_EoZNVM,93,dinosaurs bellowing,train
w177d6zqadU,130,playing trombone,train
w18aMh4I7uY,310,"playing marimba, xylophone",train
w1ABcYFypQA,30,"engine accelerating, revving, vroom",train
w1IW9bA-G68,30,playing trombone,train
w1SnslO_hJc,240,stream burbling,train
w1SyNOO1jqQ,179,typing on typewriter,train
w1TJrIxR_6o,161,playing glockenspiel,train
w1ToVt3n8ls,30,helicopter,train
w1XTubbBrw8,0,baby laughter,train
w1h40C729DU,10,children shouting,test
w1jcg4-GOVo,10,"vehicle horn, car horn, honking",train
w1u0b2VFFX4,30,helicopter,train
w1uA3HNcJlU,30,church bell ringing,train
w1uxXzHwbSU,230,church bell ringing,train
w2-p4RMM1vk,110,chainsawing trees,train
w20CZcxEOK0,30,playing flute,train
w23KdPaMcqE,5,"ice cream truck, ice cream van",train
w29WzQJWSjk,71,bathroom ventilation fan running,train
w2BrY5WiwNs,120,playing banjo,train
w2GcLdfTTUY,36,playing erhu,train
w2GcLdfTTUY,257,playing erhu,train
w2PUeJ4f33o,30,playing flute,train
w2Qp2Jt7t5M,36,dog howling,train
w2aaJVD8EqE,250,people coughing,train
w2bAs3lug3c,30,goat bleating,test
w2htir_si7g,100,people whistling,train
w2otifIwbic,30,"playing violin, fiddle",train
w2rEFfx-g50,0,playing timbales,train
w2tSQfPV4b0,10,chainsawing trees,train
w2tz7FKK0yQ,7,air horn,train
w2vMywh5Nto,10,playing mandolin,test
w3-tUKk7gso,74,mynah bird singing,train
w3JB4lee6TQ,1,lathe spinning,train
w3LZPF9g_LQ,80,playing synthesizer,train
w3M2cchNGfg,152,playing table tennis,train
w3NrBRaf-ss,144,playing glockenspiel,train
w3SQw8f9JAI,112,people booing,train
w3UhVMZuBjY,90,playing accordion,train
w3VbvO2M-mw,90,playing saxophone,train
w3dUKrgpdiM,40,cattle mooing,train
w3fEvFiupcA,120,playing cymbal,train
w3kMt-zQ9t4,215,playing table tennis,train
w3rzM2ls6fw,0,"playing steel guitar, slide guitar",train
w3rzM2ls6fw,59,"playing steel guitar, slide guitar",train
w3xk8GkpwJo,10,playing flute,train
w46P5N9bucc,4,horse neighing,train
w49HhelX6jA,21,cricket chirping,train
w49HhelX6jA,42,cricket chirping,train
w4HHJ9vLXBk,5,mynah bird singing,train
w4IwurMABco,33,dog baying,train
w4RBgAELBLY,390,playing vibraphone,train
w4_26WHfzko,109,toilet flushing,train
w4aoANtQOt4,100,horse clip-clop,train
w4c9PnnlIZo,440,people slurping,train
w4c9PnnlIZo,473,people slurping,train
w4enmhllLkQ,30,people coughing,train
w4iq4qYdu2k,15,skidding,test
w4vAIEWS9fU,11,"engine accelerating, revving, vroom",train
w4zGb2KSoSE,30,"vehicle horn, car horn, honking",train
w50sPIpEqn8,300,"railroad car, train wagon",train
w5HY4DjOz8k,90,playing clarinet,train
w5M3gBo7JLw,30,playing accordion,train
w5RKhhJWmwc,110,people humming,train
w5U02WaxSJs,10,playing banjo,train
w5hP7sK9Xy0,30,duck quacking,train
w5ja_uBku7w,49,francolin calling,train
w5pi0yPbemo,4,basketball bounce,train
w5qf9O6c20o,30,playing theremin,test
w5vYoTQs8To,30,"rowboat, canoe, kayak rowing",train
w5vaBVSxgKg,30,lawn mowing,train
w5vdrBnNLXo,80,playing bass guitar,train
w5xqAI6Ev40,20,toilet flushing,train
w5yId3FFFQc,69,woodpecker pecking tree,train
w6Bvat0ASu4,40,people belly laughing,train
w6C9YcXZark,10,people belly laughing,train
w6ClHWoZzR4,90,playing harp,train
w6F2VzPgYZQ,23,playing harpsichord,train
w6F2VzPgYZQ,109,playing harpsichord,train
w6FHT4Q1rR8,64,pheasant crowing,train
w6Jwjh2ZhQQ,90,"playing violin, fiddle",train
w6KQC3A2t60,95,"playing steel guitar, slide guitar",train
w6KQC3A2t60,131,"playing steel guitar, slide guitar",train
w6KzYeltRZk,0,printer printing,train
w6M1GXVW3J4,126,playing hammond organ,train
w6MbVRabtes,287,playing sitar,train
w6MbVRabtes,312,playing sitar,train
w6VZ7rf1sGQ,80,"pigeon, dove cooing",train
w6Zut5sI6BI,158,dinosaurs bellowing,train
w6Zut5sI6BI,233,dinosaurs bellowing,train
w6_cQM_QIwc,30,playing trombone,train
w6aYVgV0iJ0,30,playing cello,train
w6axcfzezZw,625,playing saxophone,train
w6inG9Js2Fg,48,people marching,test
w6pGVfmBGlk,120,playing sitar,train
w6pUOBS00oo,30,chainsawing trees,train
w6y31acanL4,291,playing timbales,train
w6y31acanL4,376,playing timbales,train
w7-4lP20OMY,9,pheasant crowing,train
w7-4lP20OMY,52,pheasant crowing,train
w7-I86MjSG4,76,"playing steel guitar, slide guitar",train
w7-I86MjSG4,88,"playing steel guitar, slide guitar",train
w7-VY6w4a4U,26,playing sitar,train
w7-VY6w4a4U,413,playing sitar,train
w74lzBY6lOA,410,skidding,train
w76WB4qKhBw,0,dog bow-wow,train
w76d393Zl4Q,6,people whistling,train
w76ihXOGm0I,21,"bird chirping, tweeting",train
w777h5JjoWg,160,playing acoustic guitar,train
w7QnH5TvaPc,41,playing sitar,train
w7QnH5TvaPc,159,playing sitar,train
w7RYJNlHdmc,21,cow lowing,train
w7UOWSGTByw,430,playing tabla,train
w7WVhnZOfU4,190,scuba diving,train
w7aDYzE47kk,0,"bird chirping, tweeting",train
w7g2o_3Wbhg,0,eating with cutlery,train
w7kKGKwVx1Q,30,helicopter,train
w7lLDKFKCzA,145,playing timbales,train
w7lLDKFKCzA,232,playing timbales,train
w7mh3Vtj-vI,30,playing electronic organ,train
w7oW7CfFBJw,0,skateboarding,train
w7oa9TZqMuw,1,"ice cream truck, ice cream van",train
w7rYHuTG6qI,30,fire crackling,test
w8-iyRRAhuU,20,"bird chirping, tweeting",train
w82Z-yWK38E,99,playing bagpipes,train
w82Z-yWK38E,111,playing bagpipes,train
w89BCH7XunY,0,playing tabla,train
w89BCH7XunY,32,playing tabla,train
w8EYjevZF_w,31,missile launch,train
w8GBSMFrBVA,38,playing theremin,train
w8GBSMFrBVA,107,playing theremin,train
w8G_9fj_cI8,142,playing bass guitar,train
w8K3B7Eh874,30,"pigeon, dove cooing",train
w8RAt4qEJ9M,88,planing timber,train
w8TtWhSw3ps,25,missile launch,train
w8TtWhSw3ps,40,missile launch,train
w8_B4ozLLsw,30,"playing violin, fiddle",train
w8puug1pEUA,170,stream burbling,train
w8rt1I02Fk4,0,sailing,train
w8usdWdSnlY,10,people cheering,train
w8wVb9PEaY0,65,singing bowl,train
w8yVCOD5Dvg,330,driving buses,train
w8yadU6HmE0,39,frog croaking,train
w8yadU6HmE0,61,frog croaking,train
